,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
252,114,Dirranbandi Hospital,2022-12-01,3,9,0.0,0,9,100.0,0,0.0,2,22.0,-,2,100.0
253,114,Dirranbandi Hospital,2022-12-01,4,15,0.0,1,14,100.0,0,0.0,1,7.0,-,0,0.0
254,114,Dirranbandi Hospital,2022-12-01,5,4,0.0,0,4,100.0,0,0.0,0,0.0,-,0,
255,116,Mitchell Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
256,116,Mitchell Hospital,2022-12-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
257,116,Mitchell Hospital,2022-12-01,3,13,0.0,1,13,100.0,0,0.0,2,15.0,-,2,100.0
258,116,Mitchell Hospital,2022-12-01,4,32,0.0,1,32,100.0,0,0.0,3,9.0,-,3,100.0
259,116,Mitchell Hospital,2022-12-01,5,17,0.0,1,12,100.0,0,0.0,0,0.0,-,0,
260,117,Mungindi Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
261,117,Mungindi Hospital,2022-12-01,2,0,,0,0,,0,,0,,-,0,
262,117,Mungindi Hospital,2022-12-01,3,3,0.0,0,2,67.0,0,0.0,0,0.0,-,0,
263,117,Mungindi Hospital,2022-12-01,4,24,0.0,1,23,100.0,0,0.0,1,4.0,-,1,100.0
264,117,Mungindi Hospital,2022-12-01,5,4,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
265,118,Quilpie Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
266,118,Quilpie Hospital,2022-12-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
267,118,Quilpie Hospital,2022-12-01,3,13,0.0,1,13,100.0,0,0.0,3,23.0,-,3,100.0
268,118,Quilpie Hospital,2022-12-01,4,23,0.0,1,20,100.0,1,4.0,0,0.0,-,0,
269,118,Quilpie Hospital,2022-12-01,5,8,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
270,119,Roma Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
271,119,Roma Hospital,2022-12-01,2,61,3.0,1,61,100.0,0,0.0,7,11.0,-,4,57.0
272,119,Roma Hospital,2022-12-01,3,206,9.0,1,192,95.0,3,1.0,23,11.0,-,12,52.0
273,119,Roma Hospital,2022-12-01,4,215,17.0,1,195,96.0,12,6.0,4,2.0,-,1,25.0
274,119,Roma Hospital,2022-12-01,5,59,24.0,2,46,96.0,6,10.0,1,2.0,-,0,0.0
275,120,St George Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
276,120,St George Hospital,2022-12-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
277,120,St George Hospital,2022-12-01,3,46,1.5,1,46,100.0,0,0.0,10,22.0,-,10,100.0
278,120,St George Hospital,2022-12-01,4,113,1.0,1,109,100.0,1,1.0,11,10.0,-,11,100.0
279,120,St George Hospital,2022-12-01,5,102,2.0,1,98,100.0,0,0.0,2,2.0,-,2,100.0
280,121,Surat Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
281,121,Surat Hospital,2022-12-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
282,121,Surat Hospital,2022-12-01,3,8,0.0,0,8,100.0,0,0.0,1,13.0,-,0,0.0
283,121,Surat Hospital,2022-12-01,4,30,0.0,1,28,100.0,0,0.0,0,0.0,-,0,
284,121,Surat Hospital,2022-12-01,5,11,0.0,1,10,100.0,0,0.0,0,0.0,-,0,
285,133,Biloela Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
286,133,Biloela Hospital,2022-12-01,2,7,8.0,0,7,100.0,0,0.0,2,29.0,-,2,100.0
287,133,Biloela Hospital,2022-12-01,3,81,7.5,1,68,85.0,1,1.0,17,21.0,-,15,88.0
288,133,Biloela Hospital,2022-12-01,4,192,11.0,1,155,85.0,7,4.0,1,1.0,-,1,100.0
289,133,Biloela Hospital,2022-12-01,5,35,6.0,1,29,100.0,2,6.0,1,3.0,-,1,100.0
290,134,Blackwater Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
291,134,Blackwater Hospital,2022-12-01,2,13,0.0,1,10,77.0,0,0.0,2,15.0,-,1,50.0
292,134,Blackwater Hospital,2022-12-01,3,68,0.0,1,65,97.0,0,0.0,1,1.0,-,0,0.0
293,134,Blackwater Hospital,2022-12-01,4,158,1.0,1,151,98.0,3,2.0,2,1.0,-,2,100.0
294,134,Blackwater Hospital,2022-12-01,5,18,0.0,1,17,100.0,1,6.0,0,0.0,-,0,
295,135,Emerald Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,0,0.0
296,135,Emerald Hospital,2022-12-01,2,58,5.0,1,44,76.0,0,0.0,23,40.0,-,18,78.0
297,135,Emerald Hospital,2022-12-01,3,306,18.0,1,190,66.0,13,4.0,53,17.0,-,43,81.0
298,135,Emerald Hospital,2022-12-01,4,439,37.5,3,246,64.0,44,10.0,13,3.0,-,12,92.0
299,135,Emerald Hospital,2022-12-01,5,96,38.0,3,54,78.0,14,15.0,4,4.0,-,4,100.0
300,136,Gladstone Hospital,2022-12-01,1,4,0.0,0,4,100.0,0,0.0,2,50.0,-,1,50.0
301,136,Gladstone Hospital,2022-12-01,2,114,6.5,1,86,75.0,0,0.0,36,32.0,-,12,33.0
302,136,Gladstone Hospital,2022-12-01,3,744,15.0,1,568,80.0,34,5.0,73,10.0,-,13,18.0
303,136,Gladstone Hospital,2022-12-01,4,1033,18.0,1,864,90.0,61,6.0,33,3.0,-,6,18.0
304,136,Gladstone Hospital,2022-12-01,5,119,28.0,2,90,93.0,13,11.0,4,3.0,-,3,75.0
305,139,Mount Morgan Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
306,139,Mount Morgan Hospital,2022-12-01,2,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
307,139,Mount Morgan Hospital,2022-12-01,3,61,0.0,1,51,100.0,1,2.0,1,2.0,-,0,0.0
308,139,Mount Morgan Hospital,2022-12-01,4,52,2.0,1,47,100.0,0,0.0,0,0.0,-,0,
309,139,Mount Morgan Hospital,2022-12-01,5,3,77.0,0,3,100.0,0,0.0,0,0.0,-,0,
310,140,Moura Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
311,140,Moura Hospital,2022-12-01,2,3,0.0,0,3,100.0,0,0.0,2,67.0,-,2,100.0
312,140,Moura Hospital,2022-12-01,3,26,0.0,1,24,100.0,2,8.0,3,12.0,-,3,100.0
313,140,Moura Hospital,2022-12-01,4,56,0.0,1,52,100.0,2,4.0,4,7.0,-,4,100.0
314,140,Moura Hospital,2022-12-01,5,21,0.0,1,16,100.0,0,0.0,1,5.0,-,1,100.0
315,141,Rockhampton Hospital,2022-12-01,1,8,0.0,0,8,100.0,0,0.0,7,88.0,-,1,14.0
316,141,Rockhampton Hospital,2022-12-01,2,307,9.0,1,177,61.0,0,0.0,140,46.0,-,38,27.0
317,141,Rockhampton Hospital,2022-12-01,3,1286,27.0,2,637,53.0,57,4.0,219,17.0,-,66,30.0
318,141,Rockhampton Hospital,2022-12-01,4,1000,32.0,3,609,67.0,70,7.0,47,5.0,-,12,26.0
319,141,Rockhampton Hospital,2022-12-01,5,95,30.0,2,63,86.0,5,5.0,5,5.0,-,4,80.0
320,142,Springsure Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
321,142,Springsure Hospital,2022-12-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
322,142,Springsure Hospital,2022-12-01,3,19,0.0,1,18,95.0,0,0.0,0,0.0,-,0,
323,142,Springsure Hospital,2022-12-01,4,54,2.0,1,53,100.0,0,0.0,0,0.0,-,0,
324,142,Springsure Hospital,2022-12-01,5,10,8.0,1,3,100.0,0,0.0,0,0.0,-,0,
325,144,Capricorn Coast Hospital,2022-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
326,144,Capricorn Coast Hospital,2022-12-01,2,49,0.0,1,43,91.0,2,4.0,0,0.0,-,0,
327,144,Capricorn Coast Hospital,2022-12-01,3,387,18.0,1,260,69.0,12,3.0,1,0.0,-,0,0.0
328,144,Capricorn Coast Hospital,2022-12-01,4,508,18.0,1,375,83.0,48,9.0,0,0.0,-,0,
329,144,Capricorn Coast Hospital,2022-12-01,5,41,14.0,1,25,93.0,3,7.0,0,0.0,-,0,
330,145,Woorabinda Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
331,145,Woorabinda Hospital,2022-12-01,2,7,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
332,145,Woorabinda Hospital,2022-12-01,3,133,0.0,1,130,98.0,1,1.0,1,1.0,-,1,100.0
333,145,Woorabinda Hospital,2022-12-01,4,47,0.0,1,46,100.0,1,2.0,0,0.0,-,0,
334,145,Woorabinda Hospital,2022-12-01,5,85,0.0,1,85,100.0,0,0.0,0,0.0,-,0,
335,152,Barcaldine Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
336,152,Barcaldine Hospital,2022-12-01,2,8,0.0,0,8,100.0,0,0.0,2,25.0,-,2,100.0
337,152,Barcaldine Hospital,2022-12-01,3,23,0.0,1,23,100.0,0,0.0,4,17.0,-,4,100.0
338,152,Barcaldine Hospital,2022-12-01,4,55,0.0,1,54,100.0,0,0.0,2,4.0,-,2,100.0
339,152,Barcaldine Hospital,2022-12-01,5,24,0.0,1,22,100.0,0,0.0,0,0.0,-,0,
340,153,Blackall Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
341,153,Blackall Hospital,2022-12-01,2,2,0.0,0,2,100.0,0,0.0,1,50.0,-,1,100.0
342,153,Blackall Hospital,2022-12-01,3,13,0.0,1,13,100.0,0,0.0,3,23.0,-,3,100.0
343,153,Blackall Hospital,2022-12-01,4,32,0.0,1,32,100.0,0,0.0,0,0.0,-,0,
344,153,Blackall Hospital,2022-12-01,5,14,0.0,1,14,100.0,0,0.0,1,7.0,-,1,100.0
345,156,Longreach Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
346,156,Longreach Hospital,2022-12-01,2,16,0.0,1,16,100.0,0,0.0,6,38.0,-,4,67.0
347,156,Longreach Hospital,2022-12-01,3,61,4.0,1,58,97.0,1,2.0,5,8.0,-,4,80.0
348,156,Longreach Hospital,2022-12-01,4,101,5.0,1,92,97.0,3,3.0,0,0.0,-,0,
349,156,Longreach Hospital,2022-12-01,5,40,2.0,1,33,97.0,0,0.0,0,0.0,-,0,
350,159,Winton Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
351,159,Winton Hospital,2022-12-01,2,3,0.0,0,2,67.0,0,0.0,2,67.0,-,2,100.0
352,159,Winton Hospital,2022-12-01,3,12,0.0,1,11,92.0,0,0.0,0,0.0,-,0,
353,159,Winton Hospital,2022-12-01,4,16,5.0,1,16,100.0,0,0.0,1,6.0,-,1,100.0
354,159,Winton Hospital,2022-12-01,5,5,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
355,171,Clermont Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
356,171,Clermont Hospital,2022-12-01,2,14,0.0,1,13,93.0,0,0.0,8,57.0,-,8,100.0
357,171,Clermont Hospital,2022-12-01,3,50,0.0,1,47,94.0,0,0.0,8,16.0,-,7,88.0
358,171,Clermont Hospital,2022-12-01,4,105,0.0,1,93,95.0,3,3.0,2,2.0,-,1,50.0
359,171,Clermont Hospital,2022-12-01,5,34,0.0,1,25,100.0,2,6.0,0,0.0,-,0,
360,172,Mackay Base Hospital,2022-12-01,1,6,0.0,0,6,100.0,0,0.0,4,67.0,-,1,25.0
361,172,Mackay Base Hospital,2022-12-01,2,381,8.0,1,369,98.0,3,1.0,155,41.0,-,45,29.0
362,172,Mackay Base Hospital,2022-12-01,3,1322,17.0,1,1020,80.0,47,4.0,230,17.0,-,42,18.0
363,172,Mackay Base Hospital,2022-12-01,4,688,24.0,2,592,92.0,38,6.0,26,4.0,-,5,19.0
364,172,Mackay Base Hospital,2022-12-01,5,61,19.0,1,52,100.0,7,11.0,1,2.0,-,0,0.0
365,173,Moranbah Hospital,2022-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
366,173,Moranbah Hospital,2022-12-01,2,19,0.0,1,19,100.0,0,0.0,5,26.0,-,5,100.0
367,173,Moranbah Hospital,2022-12-01,3,97,0.0,1,95,99.0,0,0.0,4,4.0,-,4,100.0
368,173,Moranbah Hospital,2022-12-01,4,148,0.0,1,142,98.0,1,1.0,0,0.0,-,0,
369,173,Moranbah Hospital,2022-12-01,5,68,0.0,1,54,100.0,2,3.0,0,0.0,-,0,
370,174,Proserpine Hospital,2022-12-01,1,5,0.0,0,5,100.0,0,0.0,3,60.0,-,1,33.0
371,174,Proserpine Hospital,2022-12-01,2,47,4.0,1,42,89.0,0,0.0,14,30.0,-,10,71.0
372,174,Proserpine Hospital,2022-12-01,3,302,12.0,1,265,88.0,0,0.0,22,7.0,-,4,18.0
373,174,Proserpine Hospital,2022-12-01,4,491,18.0,1,401,85.0,20,4.0,9,2.0,-,2,22.0
374,174,Proserpine Hospital,2022-12-01,5,93,15.0,1,84,98.0,4,4.0,2,2.0,-,1,50.0
375,175,Sarina Hospital,2022-12-01,1,1,5.0,0,0,0.0,0,0.0,0,0.0,-,0,
376,175,Sarina Hospital,2022-12-01,2,9,5.0,0,6,67.0,0,0.0,0,0.0,-,0,
377,175,Sarina Hospital,2022-12-01,3,78,10.0,1,69,90.0,0,0.0,0,0.0,-,0,
378,175,Sarina Hospital,2022-12-01,4,159,10.0,1,152,98.0,3,2.0,0,0.0,-,0,
379,175,Sarina Hospital,2022-12-01,5,44,9.0,1,35,100.0,0,0.0,0,0.0,-,0,
380,176,Dysart Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
381,176,Dysart Hospital,2022-12-01,2,8,0.5,0,8,100.0,0,0.0,3,38.0,-,3,100.0
382,176,Dysart Hospital,2022-12-01,3,29,1.0,1,26,90.0,0,0.0,2,7.0,-,2,100.0
383,176,Dysart Hospital,2022-12-01,4,56,2.0,1,55,100.0,1,2.0,2,4.0,-,2,100.0
384,176,Dysart Hospital,2022-12-01,5,21,1.5,1,19,95.0,0,0.0,0,0.0,-,0,
385,191,Ayr Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
386,191,Ayr Hospital,2022-12-01,2,36,0.0,1,35,97.0,0,0.0,5,14.0,-,4,80.0
387,191,Ayr Hospital,2022-12-01,3,201,0.0,1,186,94.0,1,1.0,14,7.0,-,10,71.0
388,191,Ayr Hospital,2022-12-01,4,434,0.0,1,409,98.0,8,2.0,2,0.0,-,2,100.0
389,191,Ayr Hospital,2022-12-01,5,79,0.0,1,68,100.0,7,9.0,0,0.0,-,0,
390,192,Bowen Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
391,192,Bowen Hospital,2022-12-01,2,23,0.0,1,21,91.0,0,0.0,5,22.0,-,3,60.0
392,192,Bowen Hospital,2022-12-01,3,150,0.0,1,135,92.0,0,0.0,11,7.0,-,1,9.0
393,192,Bowen Hospital,2022-12-01,4,367,1.0,1,301,93.0,26,7.0,2,1.0,-,0,0.0
394,192,Bowen Hospital,2022-12-01,5,47,3.0,1,30,97.0,7,15.0,0,0.0,-,0,
395,193,Charters Towers Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
396,193,Charters Towers Hospital,2022-12-01,2,13,1.0,1,13,100.0,0,0.0,3,23.0,-,3,100.0
397,193,Charters Towers Hospital,2022-12-01,3,79,5.0,1,75,96.0,1,1.0,9,11.0,-,9,100.0
398,193,Charters Towers Hospital,2022-12-01,4,284,7.0,1,260,95.0,10,4.0,3,1.0,-,2,67.0
399,193,Charters Towers Hospital,2022-12-01,5,83,2.0,1,77,100.0,5,6.0,2,2.0,-,1,50.0
400,196,Ingham Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
401,196,Ingham Hospital,2022-12-01,2,20,0.0,1,20,100.0,0,0.0,7,35.0,-,6,86.0
402,196,Ingham Hospital,2022-12-01,3,115,2.0,1,106,92.0,0,0.0,14,12.0,-,11,79.0
403,196,Ingham Hospital,2022-12-01,4,160,7.0,1,137,91.0,9,6.0,2,1.0,-,2,100.0
404,196,Ingham Hospital,2022-12-01,5,62,8.0,1,47,100.0,5,8.0,2,3.0,-,1,50.0
405,197,Joyce Palmer Health Service,2022-12-01,1,0,,0,0,,0,,0,,-,0,
406,197,Joyce Palmer Health Service,2022-12-01,2,25,0.0,1,24,100.0,1,4.0,7,28.0,-,7,100.0
407,197,Joyce Palmer Health Service,2022-12-01,3,271,1.0,1,257,98.0,8,3.0,24,9.0,-,23,96.0
408,197,Joyce Palmer Health Service,2022-12-01,4,86,2.0,1,77,100.0,9,10.0,3,3.0,-,3,100.0
409,197,Joyce Palmer Health Service,2022-12-01,5,22,2.5,1,18,100.0,3,14.0,0,0.0,-,0,
410,200,Townsville University Hospital,2022-12-01,1,27,0.0,1,27,100.0,0,0.0,19,70.0,-,14,74.0
411,200,Townsville University Hospital,2022-12-01,2,502,1.0,1,443,88.0,0,0.0,218,43.0,-,113,52.0
412,200,Townsville University Hospital,2022-12-01,3,2464,14.0,1,1845,77.0,56,2.0,342,14.0,-,119,35.0
413,200,Townsville University Hospital,2022-12-01,4,1666,21.0,1,1357,85.0,64,4.0,84,5.0,-,27,32.0
414,200,Townsville University Hospital,2022-12-01,5,82,24.0,2,68,93.0,4,5.0,0,0.0,-,0,
415,201,Royal Brisbane & Women's Hospital,2022-12-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,0,0.0
416,201,Royal Brisbane & Women's Hospital,2022-12-01,2,22,8.5,1,13,59.0,0,0.0,4,18.0,-,3,75.0
417,201,Royal Brisbane & Women's Hospital,2022-12-01,3,60,17.0,1,44,77.0,0,0.0,6,10.0,-,5,83.0
418,201,Royal Brisbane & Women's Hospital,2022-12-01,4,28,21.0,1,20,74.0,1,4.0,1,4.0,-,0,0.0
419,201,Royal Brisbane & Women's Hospital,2022-12-01,5,4,23.5,0,3,75.0,0,0.0,0,0.0,-,0,
420,202,Queensland Children's Hospital,2022-12-01,1,82,1.0,1,82,100.0,0,0.0,73,89.0,-,37,51.0
421,202,Queensland Children's Hospital,2022-12-01,2,2318,7.0,1,2045,88.0,0,0.0,1458,63.0,-,749,51.0
422,202,Queensland Children's Hospital,2022-12-01,3,5711,13.0,1,4248,76.0,70,1.0,1770,31.0,-,666,38.0
423,202,Queensland Children's Hospital,2022-12-01,4,8056,16.0,1,6448,85.0,229,3.0,909,11.0,-,316,35.0
424,202,Queensland Children's Hospital,2022-12-01,5,1423,22.0,1,1174,94.0,73,5.0,73,5.0,-,28,38.0
425,211,Atherton Hospital,2022-12-01,1,3,0.0,0,3,100.0,0,0.0,2,67.0,-,0,0.0
426,211,Atherton Hospital,2022-12-01,2,49,9.0,1,26,53.0,0,0.0,11,22.0,-,4,36.0
427,211,Atherton Hospital,2022-12-01,3,229,26.0,2,127,57.0,5,2.0,20,9.0,-,8,40.0
428,211,Atherton Hospital,2022-12-01,4,397,54.0,3,187,55.0,57,14.0,5,1.0,-,0,0.0
429,211,Atherton Hospital,2022-12-01,5,51,30.0,2,39,91.0,3,6.0,1,2.0,-,0,0.0
430,212,Babinda Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
431,212,Babinda Hospital,2022-12-01,2,4,0.0,0,4,100.0,0,0.0,2,50.0,-,1,50.0
432,212,Babinda Hospital,2022-12-01,3,30,0.0,1,29,97.0,0,0.0,0,0.0,-,0,
433,212,Babinda Hospital,2022-12-01,4,77,0.0,1,74,100.0,3,4.0,1,1.0,-,1,100.0
434,212,Babinda Hospital,2022-12-01,5,31,0.0,1,27,100.0,1,3.0,0,0.0,-,0,
435,213,Bamaga Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
436,213,Bamaga Hospital,2022-12-01,2,20,4.0,1,15,75.0,0,0.0,9,45.0,-,9,100.0
437,213,Bamaga Hospital,2022-12-01,3,82,14.0,1,61,74.0,0,0.0,22,27.0,-,21,95.0
438,213,Bamaga Hospital,2022-12-01,4,217,20.0,1,190,93.0,10,5.0,3,1.0,-,3,100.0
439,213,Bamaga Hospital,2022-12-01,5,102,20.0,1,79,100.0,5,5.0,0,0.0,-,0,
440,214,Cairns Hospital,2022-12-01,1,35,0.0,1,34,100.0,0,0.0,26,74.0,-,12,46.0
441,214,Cairns Hospital,2022-12-01,2,463,7.0,1,339,73.0,0,0.0,198,43.0,-,65,33.0
442,214,Cairns Hospital,2022-12-01,3,1892,16.0,1,1315,72.0,63,3.0,317,17.0,-,76,24.0
443,214,Cairns Hospital,2022-12-01,4,1383,27.0,2,1015,78.0,72,5.0,128,9.0,-,36,28.0
444,214,Cairns Hospital,2022-12-01,5,145,24.0,2,125,93.0,10,7.0,4,3.0,-,1,25.0
445,216,Cooktown Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
446,216,Cooktown Hospital,2022-12-01,2,32,0.0,1,32,100.0,0,0.0,17,53.0,-,16,94.0
447,216,Cooktown Hospital,2022-12-01,3,83,8.0,1,77,94.0,0,0.0,18,22.0,-,17,94.0
448,216,Cooktown Hospital,2022-12-01,4,158,15.5,1,132,88.0,7,4.0,9,6.0,-,8,89.0
449,216,Cooktown Hospital,2022-12-01,5,61,22.5,2,53,98.0,3,5.0,0,0.0,-,0,
450,222,Innisfail Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
451,222,Innisfail Hospital,2022-12-01,2,32,4.0,1,29,91.0,0,0.0,17,53.0,-,10,59.0
452,222,Innisfail Hospital,2022-12-01,3,213,22.0,1,128,63.0,10,5.0,36,17.0,-,16,44.0
453,222,Innisfail Hospital,2022-12-01,4,408,46.5,3,197,58.0,64,16.0,20,5.0,-,9,45.0
454,222,Innisfail Hospital,2022-12-01,5,123,34.5,3,69,80.0,18,15.0,8,7.0,-,2,25.0
455,223,Mareeba Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
456,223,Mareeba Hospital,2022-12-01,2,56,8.0,1,39,70.0,0,0.0,6,11.0,-,3,50.0
457,223,Mareeba Hospital,2022-12-01,3,294,16.0,1,236,81.0,1,0.0,14,5.0,-,8,57.0
458,223,Mareeba Hospital,2022-12-01,4,471,21.0,1,386,85.0,11,2.0,5,1.0,-,3,60.0
459,223,Mareeba Hospital,2022-12-01,5,181,20.0,1,156,96.0,5,3.0,0,0.0,-,0,
460,224,Mossman Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
461,224,Mossman Hospital,2022-12-01,2,24,12.0,1,9,38.0,0,0.0,6,25.0,-,1,17.0
462,224,Mossman Hospital,2022-12-01,3,134,29.0,2,69,53.0,4,3.0,7,5.0,-,4,57.0
463,224,Mossman Hospital,2022-12-01,4,263,42.0,3,159,67.0,23,9.0,5,2.0,-,2,40.0
464,224,Mossman Hospital,2022-12-01,5,100,47.0,3,47,82.0,12,12.0,0,0.0,-,0,
465,226,Thursday Island Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,0,0.0
466,226,Thursday Island Hospital,2022-12-01,2,28,2.0,1,28,100.0,0,0.0,12,43.0,-,10,83.0
467,226,Thursday Island Hospital,2022-12-01,3,81,4.0,1,77,100.0,2,2.0,14,17.0,-,11,79.0
468,226,Thursday Island Hospital,2022-12-01,4,141,9.0,1,130,96.0,2,1.0,9,6.0,-,7,78.0
469,226,Thursday Island Hospital,2022-12-01,5,90,11.0,1,67,100.0,2,2.0,4,4.0,-,3,75.0
470,227,Tully Hospital,2022-12-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,0,0.0
471,227,Tully Hospital,2022-12-01,2,26,0.0,1,25,96.0,0,0.0,6,23.0,-,1,17.0
472,227,Tully Hospital,2022-12-01,3,137,0.0,1,118,88.0,2,1.0,5,4.0,-,2,40.0
473,227,Tully Hospital,2022-12-01,4,249,0.0,1,209,90.0,7,3.0,2,1.0,-,2,100.0
474,227,Tully Hospital,2022-12-01,5,41,5.0,1,23,100.0,7,17.0,0,0.0,-,0,
475,228,Weipa Hospital,2022-12-01,1,3,0.0,0,3,100.0,0,0.0,3,100.0,-,3,100.0
476,228,Weipa Hospital,2022-12-01,2,22,3.5,1,19,86.0,0,0.0,10,45.0,-,10,100.0
477,228,Weipa Hospital,2022-12-01,3,113,19.0,1,77,71.0,4,4.0,25,22.0,-,22,88.0
478,228,Weipa Hospital,2022-12-01,4,250,35.0,3,162,70.0,15,6.0,10,4.0,-,10,100.0
479,228,Weipa Hospital,2022-12-01,5,106,35.0,3,74,91.0,9,8.0,2,2.0,-,2,100.0
480,243,Cloncurry Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
481,243,Cloncurry Hospital,2022-12-01,2,11,4.0,1,11,100.0,0,0.0,3,27.0,-,2,67.0
482,243,Cloncurry Hospital,2022-12-01,3,60,5.0,1,60,100.0,0,0.0,8,13.0,-,8,100.0
483,243,Cloncurry Hospital,2022-12-01,4,126,15.0,1,112,96.0,5,4.0,4,3.0,-,3,75.0
484,243,Cloncurry Hospital,2022-12-01,5,43,10.0,1,38,97.0,1,2.0,1,2.0,-,1,100.0
485,245,Julia Creek Hospital,2022-12-01,1,0,,0,0,,0,,0,,-,0,
486,245,Julia Creek Hospital,2022-12-01,2,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
487,245,Julia Creek Hospital,2022-12-01,3,11,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
488,245,Julia Creek Hospital,2022-12-01,4,9,1.0,0,8,100.0,0,0.0,0,0.0,-,0,
489,245,Julia Creek Hospital,2022-12-01,5,10,2.0,1,7,100.0,0,0.0,0,0.0,-,0,
490,246,Mount Isa Base Hospital,2022-12-01,1,3,0.0,0,3,100.0,0,0.0,1,33.0,-,1,100.0
491,246,Mount Isa Base Hospital,2022-12-01,2,123,5.0,1,105,86.0,0,0.0,60,49.0,-,30,50.0
492,246,Mount Isa Base Hospital,2022-12-01,3,643,15.0,1,502,80.0,6,1.0,92,14.0,-,44,48.0
493,246,Mount Isa Base Hospital,2022-12-01,4,776,24.0,2,580,81.0,26,3.0,36,5.0,-,17,47.0
494,246,Mount Isa Base Hospital,2022-12-01,5,42,14.0,1,38,97.0,2,5.0,2,5.0,-,2,100.0
495,247,Normanton Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
496,247,Normanton Hospital,2022-12-01,2,6,0.0,0,6,100.0,0,0.0,4,67.0,-,4,100.0
497,247,Normanton Hospital,2022-12-01,3,95,0.0,1,92,99.0,2,2.0,15,16.0,-,15,100.0
498,247,Normanton Hospital,2022-12-01,4,65,0.0,1,60,100.0,3,5.0,1,2.0,-,0,0.0
499,247,Normanton Hospital,2022-12-01,5,19,3.0,1,11,100.0,1,5.0,1,5.0,-,1,100.0
500,249,Mornington Island Hospital,2022-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
501,249,Mornington Island Hospital,2022-12-01,2,4,0.0,0,4,100.0,0,0.0,2,50.0,-,2,100.0
502,249,Mornington Island Hospital,2022-12-01,3,80,0.0,1,79,99.0,0,0.0,4,5.0,-,4,100.0
503,249,Mornington Island Hospital,2022-12-01,4,127,0.0,1,116,100.0,1,1.0,0,0.0,-,0,
